ID,time,length,neonates,f1_treatment,lifespan,DL,cum.n
260,28,3.444,15,mean,55,0.31,80
260,32,3.754,10,mean,55,0.156,90
260,38,3.91,9,mean,55,0.245,99
260,43,4.155,11,mean,55,0.098,110
260,46,4.253,13,mean,55,0.11,123
260,49,4.363,12,mean,55,0.11,135
260,53,4.473,9,mean,55,NA,144
263,0,0.701,0,high,68,2,0
263,8,2.701,8,high,68,0.106,8
263,10,2.807,9,high,68,0.021,17
263,12,2.828,15,high,68,0.495,32
263,18,3.323,18,high,68,0.091,50
263,20,3.414,23,high,68,0.091,73
263,23,3.505,13,high,68,0.1,86
263,26,3.605,21,high,68,0.197,107
263,32,3.802,9,high,68,0.087,116
263,34,3.889,6,high,68,0.1,122
263,37,3.989,8,high,68,0.1,130
263,40,4.089,16,high,68,0.045,146
263,42,4.134,11,high,68,0.1,157
263,45,4.234,16,high,68,0.1,173
263,48,4.334,16,high,68,0.11,189
263,52,4.444,13,high,68,0.1,202
263,55,4.544,10,high,68,0.12,212
263,59,4.664,24,high,68,0.1,236
263,62,4.764,15,high,68,0.1,251
263,65,4.864,14,high,68,0.07,265
263,67,4.934,14,high,68,NA,279
266,0,0.697,0,high,12,1.796,0
266,10,2.493,16,high,12,NA,16
269,0,0.731,0,high,33,2.03,0
269,8,2.761,11,high,33,0.07,11
269,14,2.831,4,high,33,0.06,15
269,16,2.891,15,high,33,0.065,30
269,18,2.956,22,high,33,0.34,52
269,21,3.296,16,high,33,0.103,68
269,24,3.399,23,high,33,0.039,91
269,27,3.438,14,high,33,0.15,105
269,32,3.588,4,high,33,NA,109
272,0,1.043,0,low,70,0.73,0
272,18,1.773,12,low,70,0.73,12
272,23,2.503,17,low,70,0.818,29
272,28,3.321,20,low,70,0.192,49
272,33,3.513,21,low,70,0.165,70
272,38,3.678,28,low,70,0.0965,98
272,45,3.7745,21,low,70,0.0965,119
272,49,3.871,30,low,70,0.345,149
272,60,4.216,26,low,70,0.251,175
272,66,4.467,17,low,70,0.11,192
272,70,4.577,15,low,70,NA,207
277,0,1.19,0,low,141,0.7165,0
277,19,1.9065,12,low,141,0.7165,12
277,23,2.623,18,low,141,0.608,30
277,29,3.231,18,low,141,0.206,48
277,34,3.437,20,low,141,0.175,68
277,40,3.612,28,low,141,0.164,96
277,46,3.776,17,low,141,0.222,113
277,50,3.998,25,low,141,0.18,138
277,57,4.178,12,low,141,0.273,150
277,68,4.451,26,low,141,0.13,176
277,74,4.581,28,low,141,0.018,204
277,81,4.599,12,low,141,0.121,216
277,86,4.72,6,low,141,0.19,222
277,93,4.91,31,low,141,0.3,253
277,98,5.21,14,low,141,0.121,267
277,103,5.331,26,low,141,0.13,293
277,110,5.461,17,low,141,0.04,310
277,116,5.501,19,low,141,0.086,329
277,122,5.587,28,low,141,0.024,357
277,127,5.611,21,low,141,0.18,378
277,140,5.791,16,low,141,NA,394
279,0,1.039,0,mean,124,1.392,0
279,10,2.431,10,mean,124,0.481,10
279,12,2.912,19,mean,124,0.278,29
279,15,3.19,18,mean,124,0.075,47
279,17,3.265,18,mean,124,0.073,65
279,19,3.338,18,mean,124,0.1485,83
279,21,3.4865,18,mean,124,0.1485,101
279,26,3.635,3,mean,124,0.01,104
279,29,3.645,14,mean,124,0.143,118
279,36,3.788,5,mean,124,0.093,123
279,39,3.881,22,mean,124,0.11,145
279,43,3.991,14,mean,124,0.208,159
279,46,4.199,14,mean,124,0.112,173
279,50,4.311,16,mean,124,0.1,189
279,53,4.411,13,mean,124,0.11,202
279,57,4.521,8,mean,124,0.13,210
279,62,4.651,27,mean,124,0.1,237
279,65,4.751,18,mean,124,0.11,255
279,69,4.861,11,mean,124,0.12,266
279,74,4.981,8,mean,124,0.2,274
279,77,5.181,16,mean,124,0.12,290
279,82,5.301,19,mean,124,0.13,309
279,87,5.431,12,mean,124,0.11,321
279,91,5.541,5,mean,124,0.058,326
279,99,5.599,5,mean,124,0.014,331
279,103,5.613,10,mean,124,0.132,341
279,108,5.745,12,mean,124,0.056,353
279,113,5.801,13,mean,124,0.08,366
279,124,5.881,1,mean,124,NA,367
281,0,1.005,0,mean,111,1.424,0
281,10,2.429,8,mean,111,0.197,8
281,12,2.626,13,mean,111,0.162,21
281,15,2.788,15,mean,111,0.077,36
281,17,2.865,21,mean,111,0.122,57
281,19,2.987,21,mean,111,0.2655,78
281,21,3.2525,24,mean,111,0.2655,102
281,28,3.518,14,mean,111,0.1,116
281,31,3.618,16,mean,111,0.1,132
281,34,3.718,15,mean,111,0.1,147
281,37,3.818,8,mean,111,0.163,155
281,40,3.981,9,mean,111,0.227,164
281,44,4.208,10,mean,111,0.1,174
281,47,4.308,10,mean,111,0.11,184
281,51,4.418,10,mean,111,0.1,194
281,54,4.518,8,mean,111,0.12,202
281,59,4.638,13,mean,111,0.11,215
281,63,4.748,9,mean,111,0.11,224
281,67,4.858,15,mean,111,0.01,239
281,71,4.868,11,mean,111,0.011,250
281,75,4.879,14,mean,111,0.131,264
281,81,5.01,6,mean,111,0.1,270
281,85,5.11,3,mean,111,0.121,273
281,90,5.231,6,mean,111,0.12,279
281,95,5.351,10,mean,111,0.12,289
281,100,5.471,4,mean,111,0.12,293
281,105,5.591,7,mean,111,NA,300
283,0,0.94,0,high,68,1.724,0
283,7,2.664,6,high,68,0.06,6
283,9,2.724,10,high,68,0.404,16
283,17,3.128,18,high,68,0.082,34
283,19,3.21,19,high,68,0.027,53
283,22,3.237,21,high,68,0.414,74
283,34,3.651,13,high,68,0.1,87
283,37,3.751,22,high,68,0.038,109
283,39,3.789,5,high,68,0.1,114
283,42,3.889,23,high,68,0.109,137
283,45,3.998,22,high,68,0.089,159
283,47,4.087,9,high,68,0.1,168
283,50,4.187,20,high,68,0.1,188
283,53,4.287,13,high,68,0.046,201
283,55,4.333,20,high,68,0.1,221
283,58,4.433,21,high,68,0.105,242
283,61,4.538,17,high,68,0.052,259
283,63,4.59,17,high,68,0.101,276
283,66,4.691,16,high,68,NA,292
285,0,1.028,0,high,59,1.645,0
285,7,2.673,7,high,59,0.127,7
285,10,2.8,11,high,59,0.078,18
285,13,2.878,3,high,59,0.123,21
285,17,3.001,5,high,59,0.2035,26
285,19,3.2045,21,high,59,0.2035,47
285,22,3.408,16,high,59,0.058,63
285,25,3.466,19,high,59,0.058,82
285,27,3.524,7,high,59,0.054,89
285,30,3.578,7,high,59,0.079,96
285,32,3.657,23,high,59,0.11,119
285,36,3.767,7,high,59,0.1,126
285,39,3.867,20,high,59,0.1,146
285,42,3.967,9,high,59,0.156,155
285,44,4.123,9,high,59,0.1,164
285,47,4.223,18,high,59,0.1,182
285,50,4.323,14,high,59,0.1,196
285,53,4.423,15,high,59,0.1,211
285,56,4.523,16,high,59,0.068,227
285,58,4.591,11,high,59,0.1,238
285,61,4.691,15,high,59,NA,253
287,0,1.011,0,var,92,1.465,0
287,10,2.476,10,var,92,0.235,10
287,13,2.711,17,var,92,0.203,27
287,15,2.914,15,var,92,0.085,42
287,17,2.999,15,var,92,0.191,57
287,19,3.19,17,var,92,0.191,74
287,23,3.381,25,var,92,0.148,99
287,26,3.529,26,var,92,0.071,125
287,29,3.6,12,var,92,0.381,137
287,36,3.981,15,var,92,0.1,152
287,39,4.081,19,var,92,0.02,171
287,41,4.101,24,var,92,0.209,195
287,52,4.31,10,var,92,0.101,205
287,55,4.411,11,var,92,0.11,216
287,59,4.521,20,var,92,0.11,236
287,63,4.631,20,var,92,0.1,256
287,66,4.731,12,var,92,0.1,268
287,69,4.831,16,var,92,0.11,284
287,73,4.941,25,var,92,0.23,309
287,79,5.171,23,var,92,0.12,332
287,84,5.291,8,var,92,0.1,340
287,87,5.391,10,var,92,0.12,350
287,92,5.511,2,var,92,NA,352
291,0,0.879,0,low,84,2.119,0
291,21,2.998,14,low,84,0.279,14
291,25,3.277,20,low,84,0.1,34
291,30,3.377,23,low,84,0.118,57
291,35,3.495,18,low,84,0.106,75
291,41,3.601,27,low,84,0.131,102
291,46,3.732,34,low,84,0.12,136
291,51,3.852,17,low,84,0.119,153
291,56,3.971,16,low,84,0.13,169
291,62,4.101,24,low,84,0.12,193
291,67,4.221,30,low,84,0.14,223
291,74,4.361,31,low,84,0.13,254
291,80,4.491,24,low,84,NA,278
293,0,0.87,0,var,62,1.935,0
293,11,2.805,11,var,62,0.049,11
293,13,2.854,14,var,62,0.134,25
293,15,2.988,23,var,62,0.285,48
293,17,3.273,23,var,62,0.0475,71
293,19,3.3205,16,var,62,0.0475,87
293,23,3.368,28,var,62,0.162,115
293,26,3.53,30,var,62,0.022,145
293,29,3.552,17,var,62,0.13,162
293,36,3.682,5,var,62,0.11,167
293,40,3.792,26,var,62,0.1,193
293,43,3.892,25,var,62,0.118,218
293,48,4.01,9,var,62,0.091,227
293,51,4.101,12,var,62,0.11,239
293,55,4.211,10,var,62,0.12,249
293,60,4.331,16,var,62,NA,265
295,0,0.877,0,var,48,2.042,0
295,10,2.919,13,var,48,0.057,13
295,13,2.976,20,var,48,0.072,33
295,15,3.048,27,var,48,0.233,60
295,17,3.281,27,var,48,0.133,87
295,19,3.414,15,var,48,0.133,102
295,23,3.547,21,var,48,0.001,123
295,26,3.548,26,var,48,0.139,149
295,29,3.687,19,var,48,0.1,168
295,32,3.787,4,var,48,0.114,172
295,37,3.901,7,var,48,0.189,179
295,40,4.09,18,var,48,0.101,197
295,44,4.191,23,var,48,0.11,220
295,49,4.301,10,var,48,0.1,230
295,52,4.401,8,var,48,0.1,238
295,55,4.501,9,var,48,0.11,247
295,59,4.611,23,var,48,0.1,270
295,62,4.711,23,var,48,0.11,293
295,66,4.821,16,var,48,0.11,309
295,70,4.931,20,var,48,0.12,329
295,75,5.051,8,var,48,NA,337
297,0,0.903,0,var,77,1.886,0
297,10,2.789,11,var,77,0.269,11
297,13,3.058,16,var,77,0.034,27
297,15,3.092,12,var,77,0.254,39
297,17,3.346,12,var,77,0.0815,51
297,19,3.4275,16,var,77,0.0815,67
297,23,3.509,27,var,77,0.081,94
297,26,3.59,29,var,77,0.006,123
297,29,3.596,16,var,77,0.114,139
297,36,3.71,16,var,77,0.111,155
297,40,3.821,8,var,77,0.1,163
297,43,3.921,21,var,77,0.181,184
297,48,4.102,9,var,77,0.1,193
297,51,4.202,12,var,77,0.11,205
297,55,4.312,6,var,77,0.11,211
297,59,4.422,15,var,77,0.11,226
297,63,4.532,12,var,77,0.1,238
297,66,4.632,16,var,77,0.11,254
297,70,4.742,16,var,77,0.11,270
297,74,4.852,21,var,77,NA,291
299,0,0.894,0,low,105,1.1045,0
299,19,1.9985,16,low,105,1.1025,16
299,25,3.101,21,low,105,0.002,37
299,31,3.103,18,low,105,0.372,55
299,36,3.475,23,low,105,0.123,78
299,41,3.598,22,low,105,0.122,100
299,46,3.72,31,low,105,0.121,131
299,51,3.841,24,low,105,0.12,155
299,57,3.961,24,low,105,0.129,179
299,62,4.09,28,low,105,0.041,207
299,68,4.131,29,low,105,0.13,236
299,74,4.261,32,low,105,0.13,268
299,80,4.391,25,low,105,0.137,293
299,86,4.528,6,low,105,0.13,299
299,92,4.658,22,low,105,0.11,321
299,97,4.768,24,low,105,0.11,345
299,104,4.878,23,low,105,NA,368
301,0,0.872,0,low,5,1.847,0
301,9,2.719,10,low,5,NA,10
303,0,0.844,0,mean,124,2.13,0
303,11,2.974,12,mean,124,0.041,12
303,13,3.015,14,mean,124,0.145,26
303,15,3.16,18,mean,124,0.179,44
303,18,3.339,22,mean,124,0.0949,66
303,21,3.4339,19,mean,124,0.0961,85
303,26,3.53,3,mean,124,0.014,88
303,29,3.544,18,mean,124,0.1,106
303,32,3.644,6,mean,124,0.14,112
303,39,3.784,20,mean,124,0.1,132
303,42,3.884,12,mean,124,0.11,144
303,46,3.994,10,mean,124,0.107,154
303,50,4.101,17,mean,124,0.1,171
303,53,4.201,9,mean,124,0.11,180
303,57,4.311,9,mean,124,0.11,189
303,61,4.421,7,mean,124,0.067,196
303,63,4.488,13,mean,124,0.079,209
303,65,4.567,19,mean,124,0.11,228
303,69,4.677,22,mean,124,0.124,250
303,75,4.801,4,mean,124,0.1,254
303,78,4.901,21,mean,124,0.2,275
303,82,5.101,26,mean,124,0.13,301
303,88,5.231,4,mean,124,0.12,305
303,93,5.351,7,mean,124,0.11,312
303,97,5.461,18,mean,124,0.13,330
303,103,5.591,15,mean,124,0.119,345
303,108,5.71,15,mean,124,0.1,360
303,113,5.81,7,mean,124,NA,367
305,0,1.036,0,mean,74,1.74,0
305,9,2.776,12,mean,74,0.08,12
305,12,2.856,15,mean,74,0.244,27
305,18,3.1,20,mean,74,0.2245,47
305,21,3.3245,27,mean,74,0.2245,74
305,25,3.549,17,mean,74,0.106,91
305,28,3.655,9,mean,74,0.1,100
305,31,3.755,19,mean,74,0.11,119
305,35,3.865,21,mean,74,0.11,140
305,39,3.975,3,mean,74,0.1,143
305,42,4.075,10,mean,74,0.11,153
305,46,4.185,6,mean,74,0.1,159
305,49,4.285,19,mean,74,0.14,178
305,56,4.425,12,mean,74,0.12,190
305,60,4.545,17,mean,74,NA,207
307,0,0.853,0,mean,70,2.032,0
307,11,2.885,13,mean,70,0.112,13
307,13,2.997,16,mean,70,0.093,29
307,16,3.09,16,mean,70,0.1665,45
307,19,3.2565,9,mean,70,0.1665,54
307,22,3.423,23,mean,70,0.071,77
307,25,3.494,22,mean,70,0.134,99
307,29,3.628,23,mean,70,0.1,122
307,32,3.728,25,mean,70,0.11,147
307,36,3.838,10,mean,70,0.1,157
307,39,3.938,20,mean,70,0.11,177
307,43,4.048,8,mean,70,0.1,185
307,46,4.148,17,mean,70,0.11,202
307,50,4.258,16,mean,70,0.1,218
307,53,4.358,8,mean,70,0.11,226
307,57,4.468,16,mean,70,0.11,242
307,61,4.578,13,mean,70,0.11,255
307,65,4.688,11,mean,70,NA,266
309,0,0.865,0,high,16,1.931,0
309,8,2.796,10,high,16,0.121,10
309,10,2.917,13,high,16,0.03,23
309,12,2.947,17,high,16,0.29,40
309,15,3.237,21,high,16,NA,61
311,0,0.872,0,high,61,1.847,0
311,7,2.719,10,high,61,0.244,10
311,10,2.963,11,high,61,0.197,21
311,12,3.16,18,high,61,0.125,39
311,15,3.285,20,high,61,0.023,59
311,17,3.308,26,high,61,0.086,85
311,20,3.394,12,high,61,0.051,97
311,22,3.445,25,high,61,0.109,122
311,26,3.554,10,high,61,0.14,132
311,34,3.694,10,high,61,0.1,142
311,37,3.794,19,high,61,0.05,161
311,39,3.844,17,high,61,0.1,178
311,42,3.944,18,high,61,0.154,196
311,45,4.098,17,high,61,0.058,213
311,47,4.156,14,high,61,0.109,227
311,51,4.265,16,high,61,0.091,243
311,53,4.356,24,high,61,0.1,267
311,56,4.456,15,high,61,0.11,282
311,60,4.566,11,high,61,NA,293
313,0,0.841,0,high,65,1.945,0
313,8,2.786,12,high,65,0.168,12
313,10,2.954,14,high,65,0.045,26
313,13,2.999,17,high,65,0.183,43
313,17,3.182,15,high,65,0.183,58
313,20,3.365,16,high,65,0.038,74
313,23,3.403,19,high,65,0.0945,93
313,25,3.4975,6,high,65,0.0945,99
313,28,3.592,12,high,65,0.1,111
313,30,3.692,17,high,65,0.11,128
313,36,3.802,20,high,65,0.1,148
313,39,3.902,16,high,65,0.085,164
313,41,3.987,13,high,65,0.1,177
313,44,4.087,19,high,65,0.1,196
313,47,4.187,17,high,65,0.058,213
313,49,4.245,15,high,65,0.12,228
313,52,4.365,9,high,65,0.1,237
313,55,4.465,14,high,65,0.1,251
313,58,4.565,19,high,65,0.101,270
313,61,4.666,13,high,65,0.1,283
313,64,4.766,1,high,65,NA,284
315,0,1.017,0,low,128,1.96,0
315,14,2.977,14,low,128,0.245,14
315,20,3.222,12,low,128,0.049,26
315,25,3.271,22,low,128,0.123,48
315,28,3.394,17,low,128,0.0955,65
315,30,3.4895,15,low,128,0.0955,80
315,35,3.585,15,low,128,0.101,95
315,41,3.686,25,low,128,0.1,120
315,47,3.786,10,low,128,0.11,130
315,53,3.896,23,low,128,0.114,153
315,58,4.01,33,low,128,0.121,186
315,64,4.131,20,low,128,0.13,206
315,70,4.261,16,low,128,0.13,222
315,76,4.391,29,low,128,0.11,251
315,81,4.501,30,low,128,0.13,281
315,87,4.631,40,low,128,0.14,321
315,94,4.771,7,low,128,0.12,328
315,99,4.891,17,low,128,0.119,345
315,105,5.01,25,low,128,0.11,370
315,110,5.12,20,low,128,0.141,390
315,117,5.261,17,low,128,0.127,407
315,124,5.388,4,low,128,0.1,411
315,127,5.488,1,low,128,NA,412
318,0,1.037,0,var,24,1.864,0
318,9,2.901,14,var,24,0.209,14
318,12,3.11,18,var,24,0.207,32
318,16,3.317,22,var,24,0.244,54
318,19,3.561,27,var,24,0.01,81
318,23,3.571,13,var,24,NA,94
321,0,1.044,0,var,78,1.826,0
321,9,2.87,15,var,78,0.179,15
321,12,3.049,20,var,78,0.35,35
321,16,3.399,23,var,78,0.03,58
321,19,3.429,24,var,78,0.092,82
321,22,3.521,9,var,78,0.062,91
321,25,3.583,24,var,78,0.095,115
321,27,3.678,30,var,78,0.0385,145
321,29,3.7165,30,var,78,0.0385,175
321,32,3.755,9,var,78,0.021,184
321,35,3.776,22,var,78,0.033,206
321,39,3.809,18,var,78,0.069,224
321,42,3.878,25,var,78,0.12,249
321,47,3.998,7,var,78,0.1,256
321,50,4.098,22,var,78,0.1,278
321,53,4.198,18,var,78,0.112,296
321,57,4.31,19,var,78,0.11,315
321,61,4.42,13,var,78,0.15,328
321,69,4.57,10,var,78,0.121,338
321,74,4.691,13,var,78,NA,351
324,0,1.068,0,var,68,1.852,0
324,9,2.92,13,var,68,0.267,13
324,12,3.187,20,var,68,0.014,33
324,16,3.201,20,var,68,0.18,53
324,19,3.381,24,var,68,0.118,77
324,23,3.499,14,var,68,0.001,91
324,26,3.5,23,var,68,0.07,114
324,28,3.57,30,var,68,0.008,144
324,30,3.578,30,var,68,0.008,174
324,33,3.586,12,var,68,0.142,186
324,36,3.728,22,var,68,0.049,208
324,40,3.777,12,var,68,0.1,220
324,43,3.877,27,var,68,0.133,247
324,49,4.01,38,var,68,0.124,285
324,54,4.134,4,var,68,0.11,289
324,58,4.244,15,var,68,0.1,304
324,61,4.344,14,var,68,0.097,318
324,64,4.441,11,var,68,0.12,329
324,69,4.561,18,var,68,NA,347
327,0,1.014,0,low,57,1.963,0
327,14,2.977,15,low,57,0.024,15
327,19,3.001,13,low,57,0.201,28
327,25,3.202,17,low,57,0.167,45
327,30,3.369,15,low,57,0.167,60
327,35,3.536,18,low,57,0.074,78
327,40,3.61,25,low,57,0.177,103
327,50,3.787,32,low,57,0.11,135
327,55,3.897,28,low,57,NA,163
330,0,1.089,0,low,122,1.676,0
330,14,2.765,15,low,122,0.247,15
330,19,3.012,10,low,122,0.185,25
330,24,3.197,29,low,122,0.261,54
330,34,3.458,21,low,122,0.103,75
330,40,3.561,33,low,122,0.13,108
330,49,3.691,30,low,122,0.1,138
330,54,3.791,27,low,122,0.014,165
330,60,3.805,33,low,122,0.12,198
330,65,3.925,24,low,122,0.106,222
330,72,4.031,22,low,122,0.12,244
330,77,4.151,28,low,122,0.13,272
330,84,4.281,38,low,122,0.12,310
330,89,4.401,35,low,122,0.13,345
330,95,4.531,8,low,122,0.13,353
330,101,4.661,13,low,122,0.11,366
330,105,4.771,18,low,122,0.139,384
330,111,4.91,20,low,122,0.2,404
330,117,5.11,19,low,122,NA,423
333,0,1.026,0,mean,123,1.602,0
333,8,2.628,13,mean,123,0.487,13
333,10,3.115,15,mean,123,0.061,28
333,13,3.176,17,mean,123,0.087,45
333,17,3.263,21,mean,123,0.087,66
333,20,3.35,19,mean,123,0.101,85
333,23,3.451,26,mean,123,0.1265,111
333,30,3.5775,17,mean,123,0.1265,128
333,33,3.704,28,mean,123,0.079,156
333,37,3.783,19,mean,123,0.004,175
333,40,3.787,22,mean,123,0.123,197
333,47,3.91,9,mean,123,0.19,206
333,51,4.1,11,mean,123,0.11,217
333,54,4.21,14,mean,123,0.111,231
333,58,4.321,11,mean,123,0.1,242
333,61,4.421,14,mean,123,0.11,256
333,65,4.531,7,mean,123,0.11,263
333,69,4.641,18,mean,123,0.1,281
333,72,4.741,12,mean,123,0.12,293
333,77,4.861,21,mean,123,0.11,314
333,81,4.971,12,mean,123,0.149,326
333,86,5.12,9,mean,123,0.101,335
333,89,5.221,18,mean,123,0.11,353
333,93,5.331,23,mean,123,0.13,376
333,99,5.461,9,mean,123,0.11,385
333,103,5.571,20,mean,123,0.12,405
333,108,5.691,14,mean,123,0.1,419
333,113,5.791,9,mean,123,NA,428
336,0,1.044,0,mean,82,1.761,0
336,8,2.805,14,mean,82,0.282,14
336,11,3.087,19,mean,82,0.131,33
336,14,3.218,18,mean,82,0.273,51
336,17,3.491,25,mean,82,0.01,76
336,21,3.501,23,mean,82,0.215,99
336,24,3.716,24,mean,82,0.0485,123
336,31,3.7645,13,mean,82,0.0485,136
336,34,3.813,25,mean,82,0.041,161
336,37,3.854,20,mean,82,0.041,181
336,41,3.895,15,mean,82,0.1,196
336,44,3.995,18,mean,82,0.106,214
336,48,4.101,6,mean,82,0.101,220
336,51,4.202,15,mean,82,0.11,235
336,55,4.312,10,mean,82,0.11,245
336,59,4.422,12,mean,82,0.1,257
336,62,4.522,14,mean,82,0.11,271
336,66,4.632,6,mean,82,0.11,277
336,70,4.742,15,mean,82,0.1,292
336,73,4.842,10,mean,82,0.11,302
336,77,4.952,20,mean,82,NA,322
339,0,1.049,0,mean,106,1.514,0
339,8,2.563,16,mean,106,0.4,16
339,11,2.963,17,mean,106,0.329,33
339,14,3.292,18,mean,106,0.199,51
339,18,3.491,23,mean,106,0.034,74
339,21,3.525,21,mean,106,0.026,95
339,24,3.551,26,mean,106,0.113,121
339,31,3.664,9,mean,106,0.113,130
339,34,3.777,24,mean,106,0.0265,154
339,37,3.8035,25,mean,106,0.0265,179
339,41,3.83,17,mean,106,0.101,196
339,44,3.931,18,mean,106,0.11,214
339,48,4.041,11,mean,106,0.11,225
339,52,4.151,15,mean,106,0.1,240
339,55,4.251,13,mean,106,0.11,253
339,59,4.361,16,mean,106,0.1,269
339,62,4.461,9,mean,106,0.11,278
339,66,4.571,2,mean,106,0.11,280
339,70,4.681,15,mean,106,0.1,295
339,73,4.781,13,mean,106,0.11,308
339,77,4.891,22,mean,106,0.119,330
339,81,5.01,22,mean,106,0.176,352
339,86,5.186,11,mean,106,0.11,363
339,90,5.296,17,mean,106,0.105,380
339,94,5.401,17,mean,106,0.11,397
339,98,5.511,7,mean,106,0.12,404
339,103,5.631,12,mean,106,NA,416
342,0,1.038,0,high,42,1.716,0
342,7,2.754,13,high,42,0.01,13
342,9,2.764,12,high,42,0.295,25
342,15,3.059,12,high,42,0.161,37
342,18,3.22,4,high,42,0.164,41
342,20,3.384,20,high,42,0.142,61
342,26,3.526,12,high,42,0.042,73
342,29,3.568,22,high,42,0.042,95
342,32,3.61,6,high,42,0.105,101
342,34,3.715,25,high,42,0.1,126
342,37,3.815,14,high,42,NA,140
345,0,0.994,0,high,42,1.653,0
345,7,2.647,8,high,42,0.115,8
345,9,2.762,10,high,42,0.162,18
345,11,2.924,14,high,42,0.151,32
345,14,3.075,14,high,42,0.171,46
345,17,3.246,23,high,42,0.037,69
345,19,3.283,20,high,42,0.037,89
345,23,3.32,2,high,42,0.019,91
345,25,3.339,12,high,42,0.117,103
345,27,3.456,16,high,42,0.105,119
345,30,3.561,12,high,42,0.04,131
345,32,3.601,13,high,42,0.043,144
345,35,3.644,14,high,42,0.083,158
345,38,3.727,9,high,42,0.062,167
345,40,3.789,14,high,42,NA,181
348,0,1.086,0,high,59,1.58,0
348,7,2.666,13,high,59,0.056,13
348,9,2.722,11,high,59,0.329,24
348,15,3.051,11,high,59,0.172,35
348,18,3.223,17,high,59,0.136,52
348,20,3.359,17,high,59,0.092,69
348,26,3.451,11,high,59,0.0885,80
348,29,3.5395,31,high,59,0.0885,111
348,34,3.628,18,high,59,0.009,129
348,37,3.637,14,high,59,0.009,143
348,40,3.646,8,high,59,0.055,151
348,42,3.701,13,high,59,0.1,164
348,45,3.801,8,high,59,0.1,172
348,48,3.901,17,high,59,0.19,189
348,51,4.091,23,high,59,0.06,212
348,53,4.151,5,high,59,0.11,217
348,57,4.261,6,high,59,NA,223
351,0,1.005,0,low,115,1.993,0
351,15,2.998,13,low,115,0.111,13
351,19,3.109,18,low,115,0.111,31
351,25,3.22,19,low,115,0.17,50
351,30,3.39,19,low,115,0.17,69
351,36,3.56,24,low,115,0.0325,93
351,43,3.5925,6,low,115,0.0325,99
351,47,3.625,13,low,115,0.1275,112
351,53,3.7525,25,low,115,0.1195,137
351,58,3.872,33,low,115,0.11,170
351,63,3.982,18,low,115,0.119,188
351,69,4.101,17,low,115,0.12,205
351,74,4.221,26,low,115,0.13,231
351,80,4.351,31,low,115,0.12,262
351,86,4.471,35,low,115,0.12,297
351,91,4.591,15,low,115,0.21,312
351,103,4.801,22,low,115,0.13,334
351,109,4.931,20,low,115,0.199,354
351,115,5.13,20,low,115,NA,374
354,0,1.093,0,var,74,1.778,0
354,8,2.871,13,var,74,0.292,13
354,12,3.163,16,var,74,0.333,29
354,16,3.496,24,var,74,0.0455,53
354,19,3.5415,26,var,74,0.0455,79
354,22,3.587,11,var,74,0.103,90
354,25,3.69,26,var,74,0.0585,116
354,29,3.7485,29,var,74,0.0585,145
354,32,3.807,9,var,74,0.095,154
354,36,3.902,8,var,74,0.008,162
354,40,3.91,15,var,74,0.181,177
354,43,4.091,12,var,74,0.108,189
354,47,4.199,7,var,74,0.1,196
354,50,4.299,12,var,74,0.102,208
354,55,4.401,9,var,74,0.11,217
354,59,4.511,20,var,74,0.1,237
354,62,4.611,9,var,74,0.12,246
354,68,4.731,8,var,74,0.1,254
354,71,4.831,14,var,74,NA,268
357,0,1.083,0,var,62,1.627,0
357,9,2.71,14,var,62,0.514,14
357,12,3.224,20,var,62,0.24,34
357,16,3.464,20,var,62,0.078,54
357,19,3.542,23,var,62,0.002,77
357,22,3.544,10,var,62,0.068,87
357,25,3.612,24,var,62,0.038,111
357,29,3.65,28,var,62,0.038,139
357,32,3.688,13,var,62,0.0215,152
357,37,3.7095,5,var,62,0.0215,157
357,39,3.731,21,var,62,0.11,178
357,43,3.841,21,var,62,0.11,199
357,47,3.951,13,var,62,0.13,212
357,54,4.081,7,var,62,0.11,219
357,58,4.191,15,var,62,0.1,234
357,61,4.291,13,var,62,NA,247
359,0,1.102,0,var,65,1.889,0
359,8,2.991,13,var,65,0.081,13
359,12,3.072,20,var,65,0.508,33
359,16,3.58,22,var,65,0.0385,55
359,19,3.6185,23,var,65,0.0385,78
359,22,3.657,12,var,65,0.029,90
359,25,3.686,28,var,65,0.0105,118
359,29,3.6965,35,var,65,0.0105,153
359,32,3.707,9,var,65,0.165,162
359,36,3.872,8,var,65,0.009,170
359,39,3.881,15,var,65,0.11,185
359,43,3.991,9,var,65,0.039,194
359,50,4.03,34,var,65,0.11,228
359,54,4.14,20,var,65,NA,248
362,0,1.013,0,low,103,1.899,0
362,15,2.912,17,low,103,0.323,17
362,20,3.235,19,low,103,0.0765,36
362,30,3.3115,18,low,103,0.0765,54
362,35,3.388,21,low,103,0.194,75
362,41,3.582,13,low,103,0.334,88
362,46,3.916,13,low,103,0.334,101
362,51,4.25,10,low,103,0.038,111
362,53,4.288,22,low,103,0.111,133
362,57,4.399,33,low,103,0.102,166
362,61,4.501,22,low,103,0.13,188
362,67,4.631,20,low,103,0.13,208
362,73,4.761,20,low,103,0.12,228
362,79,4.881,24,low,103,0.129,252
362,85,5.01,25,low,103,0.131,277
362,91,5.141,17,low,103,NA,294
365,0,1.092,0,low,79,1.789,0
365,15,2.881,18,low,79,0.2555,18
