ID,time,length,neonates,f1_treatment,lifespan,DL,cum.n
1,0,0.882,0,high,55,1.749,0
1,8,2.631,4,high,55,0.131,4
1,11,2.762,28,high,55,0.201,32
1,15,2.963,12,high,55,0.087,44
1,17,3.05,20,high,55,0.236,64
1,20,3.286,10,high,55,0.026,74
1,25,3.312,11,high,55,0.296,85
1,28,3.608,17,high,55,0.037,102
1,30,3.645,11,high,55,0.019,113
1,33,3.664,19,high,55,0.015,132
1,37,3.679,3,high,55,0.019,135
1,39,3.698,11,high,55,0.031,146
1,42,3.729,6,high,55,0.013,152
1,45,3.742,13,high,55,0.013,165
1,47,3.755,14,high,55,0.021,179
1,50,3.776,16,high,55,0.066,195
1,53,3.842,20,high,55,NA,215
4,0,0.516,0,var,63,1.997,0
4,12,2.513,11,var,63,0.389,11
4,19,2.902,18,var,63,0.217,29
4,21,3.119,18,var,63,0.277,47
4,25,3.396,23,var,63,0.187,70
4,28,3.583,27,var,63,0.053,97
4,31,3.636,17,var,63,0.029,114
4,35,3.665,9,var,63,0.035,123
4,39,3.7,19,var,63,0.002,142
4,43,3.702,20,var,63,0.011,162
4,46,3.713,20,var,63,0.003,182
4,50,3.716,26,var,63,0.007,208
4,58,3.723,5,var,63,0.044,213
4,61,3.767,11,var,63,NA,224
6,0,0.574,0,var,62,1.743,0
6,11,2.317,10,var,62,0.652,10
6,18,2.969,24,var,62,0.109,34
6,21,3.078,25,var,62,0.28,59
6,25,3.358,20,var,62,0.094,79
6,29,3.452,24,var,62,0.129,103
6,32,3.581,22,var,62,0.081,125
6,36,3.662,4,var,62,0.008,129
6,39,3.67,21,var,62,0.0215,150
6,44,3.6915,14,var,62,0.0215,164
6,46,3.713,14,var,62,0.025,178
6,50,3.738,9,var,62,0.025,187
6,53,3.763,29,var,62,0.046,216
6,57,3.809,9,var,62,0.003,225
6,61,3.812,19,var,62,NA,244
8,0,0.588,0,var,75,0.97,0
8,11,1.558,8,var,75,1.017,8
8,16,2.575,15,var,75,1.006,23
8,18,3.581,21,var,75,0.107,44
8,21,3.688,17,var,75,0.193,61
8,24,3.881,19,var,75,0.091,80
8,28,3.972,31,var,75,0.028,111
8,31,4,24,var,75,0.168,135
8,38,4.168,10,var,75,0.053,145
8,43,4.221,14,var,75,0.079,159
8,45,4.3,16,var,75,0.071,175
8,49,4.371,9,var,75,0.03,184
8,52,4.401,23,var,75,0.051,207
8,59,4.452,30,var,75,0.037,237
8,63,4.489,14,var,75,0.014,251
8,66,4.503,19,var,75,0.02,270
8,71,4.523,9,var,75,0.02,279
8,75,4.543,14,var,75,NA,293
10,0,0.651,0,high,42,2.041,0
10,11,2.692,32,high,42,0.302,32
10,15,2.994,12,high,42,0.028,44
10,17,3.022,18,high,42,0.155,62
10,19,3.177,15,high,42,0.023,77
10,22,3.2,11,high,42,0.173,88
10,24,3.373,12,high,42,0.111,100
10,27,3.484,11,high,42,0.081,111
10,30,3.565,17,high,42,0.042,128
10,33,3.607,16,high,42,0.041,144
10,35,3.648,9,high,42,0.03,153
10,42,3.678,9,high,42,NA,162
11,0,0.678,0,high,65,1.889,0
11,8,2.567,11,high,65,0.057,11
11,11,2.624,26,high,65,0.421,37
11,15,3.045,13,high,65,0.065,50
11,17,3.11,19,high,65,0.039,69
11,19,3.149,23,high,65,0.023,92
11,22,3.172,6,high,65,0.267,98
11,27,3.439,11,high,65,0.134,109
11,30,3.573,17,high,65,0.015,126
11,39,3.588,15,high,65,0.01,141
11,42,3.598,16,high,65,0.003,157
11,45,3.601,19,high,65,0.128,176
11,47,3.729,14,high,65,0.001,190
11,50,3.73,12,high,65,0.001,202
11,53,3.731,10,high,65,0.015,212
11,59,3.746,8,high,65,0.002,220
11,61,3.748,14,high,65,0.001,234
11,64,3.749,2,high,65,NA,236
14,0,0.497,0,high,1,NA,0
17,0,0.576,0,low,31,2.035,0
17,23,2.611,11,low,31,NA,11
20,0,0.595,0,low,60,2.224,0
20,20,2.819,9,low,60,0.427,9
20,27,3.246,13,low,60,0.07,22
20,31,3.316,20,low,60,0.135,42
20,36,3.451,24,low,60,0.133,66
20,42,3.584,16,low,60,0.098,82
20,48,3.682,10,low,60,0.098,92
20,54,3.78,23,low,60,0.019,115
20,60,3.799,12,low,60,NA,127
23,0,0.676,0,low,73,2.246,0
23,23,2.922,10,low,73,0.247,10
23,28,3.169,19,low,73,0.16,29
23,33,3.329,21,low,73,0.004,50
23,40,3.333,5,low,73,0.046,55
23,44,3.379,17,low,73,0.082,72
23,49,3.461,24,low,73,0.017,96
23,55,3.478,8,low,73,0.011,104
23,60,3.489,15,low,73,0.012,119
23,65,3.501,25,low,73,0.011,144
23,71,3.512,14,low,73,NA,158
26,0,0.567,0,mean,41,2.134,0
26,9,2.701,8,mean,41,0.11,8
26,12,2.811,7,mean,41,0.247,15
26,15,3.058,14,mean,41,0.044,29
26,18,3.102,24,mean,41,0.239,53
26,25,3.341,7,mean,41,0.239,60
26,28,3.58,26,mean,41,0.062,86
26,31,3.642,13,mean,41,0.062,99
26,34,3.704,13,mean,41,0.008,112
26,38,3.712,11,mean,41,0.008,123
26,41,3.72,14,mean,41,NA,137
29,0,0.587,0,mean,54,2.093,0
29,11,2.68,10,mean,54,0.327,10
29,15,3.007,18,mean,54,0.1,28
29,17,3.107,25,mean,54,0.119,53
29,21,3.226,13,mean,54,0.093,66
29,24,3.319,11,mean,54,0.008,77
29,27,3.327,23,mean,54,0.194,100
29,29,3.521,26,mean,54,0.19,126
29,31,3.711,15,mean,54,0.051,141
29,34,3.762,22,mean,54,0.039,163
29,37,3.801,26,mean,54,0.033,189
29,44,3.834,15,mean,54,0.033,204
29,47,3.867,22,mean,54,0.001,226
29,51,3.868,19,mean,54,0.033,245
29,55,3.901,17,mean,54,NA,262
32,0,0.603,0,mean,44,2.175,0
32,11,2.778,14,mean,44,0.264,14
32,13,3.042,17,mean,44,0.203,31
32,16,3.245,21,mean,44,0.054,52
32,19,3.299,25,mean,44,0.04,77
32,23,3.339,11,mean,44,0.121,88
32,26,3.46,11,mean,44,0.163,99
32,28,3.623,21,mean,44,0.0095,120
32,30,3.6325,15,mean,44,0.0095,135
32,33,3.642,13,mean,44,0.065,148
32,36,3.707,17,mean,44,0.013,165
32,43,3.72,20,mean,44,NA,185
35,0,0.685,0,low,54,1.881,0
35,12,2.566,9,low,54,0.313,9
35,22,2.879,11,low,54,0.183,20
35,27,3.062,15,low,54,0.11,35
35,32,3.172,17,low,54,0.16,52
35,37,3.332,10,low,54,0.013,62
35,43,3.345,17,low,54,0.013,79
35,48,3.358,24,low,54,0.3,103
35,54,3.658,11,low,54,NA,114
38,0,0.644,0,var,40,1.922,0
38,12,2.566,7,var,40,0.21,7
38,15,2.776,17,var,40,0.31,24
38,18,3.086,22,var,40,0.078,46
38,21,3.164,21,var,40,0.222,67
38,24,3.386,26,var,40,0.056,93
38,28,3.442,32,var,40,0.069,125
38,31,3.511,29,var,40,0.113,154
38,35,3.624,6,var,40,0.003,160
38,38,3.627,8,var,40,NA,168
41,0,0.672,0,var,48,1.885,0
41,13,2.557,16,var,48,0.185,16
41,16,2.742,20,var,48,0.12,36
41,19,2.862,24,var,48,0.372,60
41,23,3.234,22,var,48,0.118,82
41,25,3.352,16,var,48,0.261,98
41,29,3.613,13,var,48,0.043,111
41,32,3.656,12,var,48,0.008,123
41,35,3.664,19,var,48,0.014,142
41,39,3.678,23,var,48,0.002,165
41,42,3.68,26,var,48,0.002,191
41,46,3.682,16,var,48,NA,207
43,0,0.676,0,var,5,NA,0
45,0,0.631,0,low,49,2.016,0
45,13,2.647,3,low,49,0.315,3
45,16,2.962,19,low,49,0.376,22
45,19,3.338,21,low,49,0.001,43
45,24,3.339,20,low,49,0.152,63
45,28,3.491,30,low,49,0.066,93
45,34,3.557,11,low,49,NA,104
48,0,0.631,0,low,87,2.388,0
48,23,3.019,15,low,87,0.221,15
48,27,3.24,20,low,87,0.052,35
48,34,3.292,24,low,87,0.009,59
48,41,3.301,15,low,87,0.0845,74
48,45,3.3855,28,low,87,0.0845,102
48,50,3.47,17,low,87,0.077,119
48,56,3.547,9,low,87,0.02,128
48,62,3.567,12,low,87,0.111,140
48,67,3.678,28,low,87,0.111,168
48,73,3.789,21,low,87,0.001,189
48,78,3.79,27,low,87,0.031,216
48,85,3.821,6,low,87,0.113,222
48,89,3.934,16,low,87,NA,238
51,0,0.664,0,mean,92,2.157,0
51,11,2.821,9,mean,92,0.342,9
51,14,3.163,22,mean,92,0.012,31
51,17,3.175,25,mean,92,0.13,56
51,20,3.305,21,mean,92,0.113,77
51,23,3.418,14,mean,92,0.022,91
51,27,3.44,18,mean,92,0.194,109
51,30,3.634,23,mean,92,0.198,132
51,33,3.832,8,mean,92,0.025,140
51,36,3.857,24,mean,92,0.032,164
51,40,3.889,4,mean,92,0.012,168
51,43,3.901,20,mean,92,0.008,188
51,46,3.909,25,mean,92,0.015,213
51,50,3.924,20,mean,92,0.176,233
51,53,4.1,16,mean,92,0.02,249
51,60,4.12,21,mean,92,0.07,270
51,63,4.19,19,mean,92,0.099,289
51,67,4.289,12,mean,92,0.011,301
51,70,4.3,16,mean,92,0.098,317
51,73,4.398,15,mean,92,0.083,332
51,77,4.481,14,mean,92,0.038,346
51,80,4.519,14,mean,92,0.063,360
51,85,4.582,6,mean,92,0.02,366
51,89,4.602,10,mean,92,NA,376
54,0,0.711,0,mean,77,2.073,0
54,12,2.784,8,mean,77,0.333,8
54,15,3.117,14,mean,77,0.003,22
54,17,3.12,23,mean,77,0.052,45
54,20,3.172,25,mean,77,0.187,70
54,24,3.359,17,mean,77,0.087,87
54,30,3.446,15,mean,77,0.119,102
54,33,3.565,18,mean,77,0.097,120
54,37,3.662,25,mean,77,0.036,145
54,39,3.698,3,mean,77,0.023,148
54,42,3.721,12,mean,77,0.072,160
54,45,3.793,21,mean,77,0.059,181
54,49,3.852,22,mean,77,0.031,203
54,52,3.883,19,mean,77,0.108,222
54,59,3.991,14,mean,77,0.139,236
54,62,4.13,20,mean,77,0.17,256
54,66,4.3,14,mean,77,0.089,270
54,69,4.389,19,mean,77,0.009,289
54,72,4.398,14,mean,77,0.007,303
54,76,4.405,12,mean,77,NA,315
57,0,0.592,0,mean,2,NA,0
60,0,0.659,0,high,46,1.812,0
60,11,2.471,11,high,46,0.315,11
60,14,2.786,8,high,46,0.103,19
60,16,2.889,15,high,46,0.078,34
60,18,2.967,16,high,46,0.167,50
60,23,3.134,6,high,46,0.075,56
60,26,3.209,13,high,46,0.082,69
60,29,3.291,12,high,46,0.0345,81
60,31,3.3255,3,high,46,0.0345,84
60,34,3.36,6,high,46,0.02,90
60,37,3.38,5,high,46,0.18,95
60,40,3.56,5,high,46,NA,100
63,0,0.672,0,high,42,1.929,0
63,11,2.601,11,high,42,0.21,11
63,14,2.811,15,high,42,0.002,26
63,16,2.813,14,high,42,0.01,40
63,19,2.823,15,high,42,0.292,55
63,24,3.115,3,high,42,0.012,58
63,26,3.127,13,high,42,0.1455,71
63,31,3.2725,17,high,42,0.1455,88
63,34,3.418,10,high,42,0.021,98
63,37,3.439,4,high,42,0.04,102
63,40,3.479,14,high,42,NA,116
66,0,0.674,0,high,36,2.057,0
66,11,2.731,15,high,36,0.253,15
66,14,2.984,16,high,36,0.015,31
66,16,2.999,18,high,36,0.001,49
66,18,3,20,high,36,0.062,69
66,21,3.062,10,high,36,0.063,79
66,24,3.125,5,high,36,0.051,84
66,27,3.176,6,high,36,0.191,90
66,30,3.367,1,high,36,NA,91
69,0,0.668,0,low,61,2.077,0
69,19,2.745,11,low,61,0.471,11
69,23,3.216,18,low,61,0.037,29
69,28,3.253,26,low,61,0.06,55
69,33,3.313,10,low,61,0.0785,65
69,38,3.3915,9,low,61,0.1385,74
69,44,3.53,19,low,61,0.006,93
69,49,3.536,21,low,61,0.115,114
69,55,3.651,21,low,61,0.05,135
69,60,3.701,18,low,61,NA,153
72,0,0.725,0,var,70,2.012,0
72,11,2.737,10,var,70,0.066,10
72,13,2.803,13,var,70,0.354,23
72,17,3.157,25,var,70,0.21,48
72,20,3.367,25,var,70,0.087,73
72,23,3.454,21,var,70,0.189,94
72,27,3.643,26,var,70,0.067,120
72,29,3.71,27,var,70,0.07,147
72,33,3.78,9,var,70,0.019,156
72,36,3.799,21,var,70,0.027,177
72,40,3.826,14,var,70,0.035,191
72,43,3.861,25,var,70,0.024,216
72,47,3.885,31,var,70,0.009,247
72,51,3.894,25,var,70,0.013,272
72,55,3.907,17,var,70,0.004,289
72,58,3.911,6,var,70,0.01,295
72,62,3.921,15,var,70,0.001,310
72,65,3.922,11,var,70,NA,321
75,0,0.714,0,var,63,1.931,0
75,11,2.645,9,var,63,0.252,9
75,14,2.897,10,var,63,0.218,19
75,17,3.115,20,var,63,0.143,39
75,20,3.258,20,var,63,0.193,59
75,23,3.451,20,var,63,0.223,79
75,27,3.674,32,var,63,0.054,111
75,29,3.728,26,var,63,0.065,137
75,33,3.793,12,var,63,0.022,149
75,36,3.815,25,var,63,0.047,174
75,39,3.862,12,var,63,0.047,186
75,43,3.909,16,var,63,0.03,202
75,47,3.939,10,var,63,0.03,212
75,50,3.969,22,var,63,0.156,234
75,54,4.125,7,var,63,0.14,241
75,58,4.265,15,var,63,0.1,256
75,61,4.365,14,var,63,NA,270
78,0,0.638,0,var,31,1.887,0
78,10,2.525,7,var,31,0.499,7
78,17,3.024,21,var,31,0.043,28
78,20,3.067,19,var,31,0.218,47
78,23,3.285,21,var,31,0.345,68
78,27,3.63,22,var,31,0.241,90
78,29,3.871,25,var,31,NA,115
81,0,0.716,0,low,29,2.054,0
81,22,2.77,15,low,29,0.586,15
81,24,3.356,27,low,29,NA,42
84,0,0.568,0,low,7,NA,0
87,0,0.737,0,mean,108,1.914,0
87,8,2.651,10,mean,108,0.278,10
87,11,2.929,11,mean,108,0.28,21
87,14,3.209,17,mean,108,0.102,38
87,17,3.311,27,mean,108,0.133,65
87,21,3.444,22,mean,108,0.027,87
87,24,3.471,9,mean,108,0.061,96
87,27,3.532,17,mean,108,0.164,113
87,31,3.696,10,mean,108,0.018,123
87,34,3.714,22,mean,108,0.075,145
87,37,3.789,15,mean,108,0.075,160
87,44,3.864,19,mean,108,0.055,179
87,52,3.919,6,mean,108,0.182,185
87,55,4.101,18,mean,108,0.1,203
87,59,4.201,5,mean,108,0.0977,208
87,62,4.2987,11,mean,108,0.0523,219
87,66,4.351,12,mean,108,0.116,231
87,69,4.467,11,mean,108,0.109,242
87,73,4.576,12,mean,108,0.112,254
87,77,4.688,11,mean,108,0.103,265
87,79,4.791,13,mean,108,0.09,278
87,84,4.881,8,mean,108,0.009,286
87,88,4.89,17,mean,108,0.02,303
87,96,4.91,9,mean,108,0.021,312
87,100,4.931,14,mean,108,0.05,326
87,104,4.981,12,mean,108,NA,338
90,0,0.718,0,mean,69,1.966,0
90,8,2.684,10,mean,69,0.22,10
90,11,2.904,11,mean,69,0.235,21
90,14,3.139,17,mean,69,0.109,38
90,17,3.248,22,mean,69,0.146,60
90,21,3.394,20,mean,69,0.127,80
90,24,3.521,10,mean,69,0.159,90
90,27,3.68,16,mean,69,0.008,106
90,30,3.688,8,mean,69,0.008,114
90,33,3.696,5,mean,69,0.019,119
90,37,3.715,17,mean,69,0.0055,136
90,40,3.7205,20,mean,69,0.0055,156
90,44,3.726,16,mean,69,0.0295,172
90,47,3.7555,3,mean,69,0.0295,175
90,51,3.785,6,mean,69,0.132,181
90,55,3.917,8,mean,69,0.255,189
90,58,4.172,17,mean,69,0.115,206
90,62,4.287,15,mean,69,0.111,221
90,65,4.398,13,mean,69,0.101,234
90,69,4.499,1,mean,69,NA,235
93,0,0.768,0,mean,34,2.026,0
93,8,2.794,13,mean,34,0.011,13
93,10,2.805,12,mean,34,0.447,25
93,14,3.252,14,mean,34,0.04,39
93,16,3.292,20,mean,34,0.237,59
93,20,3.529,24,mean,34,0.048,83
93,23,3.577,15,mean,34,0.043,98
93,26,3.62,24,mean,34,0.129,122
93,30,3.749,6,mean,34,0.129,128
93,33,3.878,15,mean,34,NA,143
96,0,0.679,0,high,42,1.802,0
96,7,2.481,7,high,42,0.25,7
96,10,2.731,31,high,42,0.328,38
96,14,3.059,12,high,42,0.134,50
96,16,3.193,20,high,42,0.078,70
96,18,3.271,21,high,42,0.094,91
96,21,3.365,9,high,42,0.085,100
96,24,3.45,9,high,42,0.014,109
96,26,3.464,16,high,42,0.12,125
96,29,3.584,24,high,42,0.139,149
96,32,3.723,18,high,42,0.02,167
96,34,3.743,1,high,42,NA,168
99,0,0.708,0,high,59,1.939,0
99,11,2.647,9,high,59,0.113,9
99,13,2.76,13,high,59,0.049,22
99,15,2.809,15,high,59,0.258,37
99,18,3.067,21,high,59,0.07,58
99,21,3.137,8,high,59,0.055,66
99,23,3.192,7,high,59,0.072,73
99,26,3.264,17,high,59,0.1585,90
99,30,3.4225,23,high,59,0.1585,113
99,32,3.581,18,high,59,0.094,131
99,38,3.675,10,high,59,0.006,141
99,41,3.681,5,high,59,0.032,146
99,43,3.713,15,high,59,0.026,161
99,46,3.739,11,high,59,0.012,172
99,49,3.751,11,high,59,0.1,183
99,52,3.851,15,high,59,NA,198
102,0,0.703,0,high,11,1.905,0
102,7,2.608,8,high,11,0.02,8
102,10,2.628,14,high,11,NA,22
105,0,0.757,0,low,129,2.334,0
105,22,3.091,14,low,129,0.048,14
105,25,3.139,18,low,129,0.066,32
105,27,3.205,21,low,129,0.003,53
105,32,3.208,25,low,129,0.095,78
105,38,3.303,15,low,129,0.106,93
105,41,3.409,28,low,129,0.1265,121
105,43,3.5355,14,low,129,0.1265,135
105,48,3.662,12,low,129,0.11,147
105,54,3.772,14,low,129,0.11,161
105,59,3.882,11,low,129,0.11,172
105,65,3.992,19,low,129,0.184,191
105,71,4.176,33,low,129,0.113,224
105,77,4.289,22,low,129,0.109,246
105,85,4.398,8,low,129,0.103,254
105,90,4.501,27,low,129,0.177,281
105,95,4.678,37,low,129,0.121,318
105,102,4.799,36,low,129,0.034,354
105,108,4.833,10,low,129,0.144,364
105,117,4.977,19,low,129,0.053,383
105,120,5.03,23,low,129,0.18,406
105,126,5.21,12,low,129,NA,418
108,0,0.827,0,high,71,1.663,0
108,9,2.49,6,high,71,0.09,6
108,11,2.58,13,high,71,0.418,19
108,14,2.998,21,high,71,0.022,40
108,16,3.02,20,high,71,0.15,60
108,18,3.17,15,high,71,0.047,75
108,25,3.217,1,high,71,0.064,76
108,28,3.281,6,high,71,0.13,82
108,30,3.411,16,high,71,0.122,98
108,36,3.533,3,high,71,0.064,101
108,39,3.597,17,high,71,0.179,118
108,44,3.776,12,high,71,0.0335,130
108,46,3.8095,20,high,71,0.0335,150
108,49,3.843,14,high,71,0.054,164
108,52,3.897,12,high,71,0.006,176
108,55,3.903,11,high,71,0.2,187
108,58,4.103,10,high,71,0.086,197
108,60,4.189,12,high,71,0.076,209
108,62,4.265,15,high,71,0.1,224
108,65,4.365,10,high,71,0.1,234
108,68,4.465,14,high,71,0.1,248
108,71,4.565,9,high,71,NA,257
110,0,0.738,0,var,77,1.796,0
110,11,2.534,12,var,77,0.341,12
110,15,2.875,11,var,77,0.044,23
110,18,2.919,21,var,77,0.36,44
110,21,3.279,13,var,77,0.08,57
110,24,3.359,21,var,77,0.172,78
110,28,3.531,14,var,77,0.031,92
110,30,3.562,26,var,77,0.027,118
110,34,3.589,9,var,77,0.029,127
110,37,3.618,22,var,77,0.1325,149
110,41,3.7505,19,var,77,0.1325,168
110,45,3.883,23,var,77,0.104,191
110,48,3.987,25,var,77,0.214,216
110,55,4.201,21,var,77,0.109,237
110,59,4.31,23,var,77,0.157,260
110,63,4.467,16,var,77,0.1,276
110,66,4.567,20,var,77,0.123,296
110,72,4.69,7,var,77,0.109,303
110,75,4.799,10,var,77,NA,313
112,0,0.805,0,var,78,1.763,0
112,11,2.568,9,var,78,0.296,9
112,14,2.864,5,var,78,0.226,14
112,18,3.09,24,var,78,0.234,38
112,21,3.324,22,var,78,0.167,60
112,24,3.491,31,var,78,0.037,91
112,28,3.528,22,var,78,0.006,113
112,38,3.534,9,var,78,0.098,122
112,42,3.632,23,var,78,0.098,145
112,46,3.73,18,var,78,0.1,163
112,49,3.83,27,var,78,0.126,190
112,56,3.956,17,var,78,0.211,207
112,60,4.167,25,var,78,0.109,232
112,64,4.276,17,var,78,0.105,249
112,68,4.381,24,var,78,0.134,273
112,73,4.515,10,var,78,NA,283
114,0,0.808,0,var,20,1.803,0
114,11,2.611,11,var,20,0.012,11
114,15,2.623,10,var,20,0.017,21
114,19,2.64,8,var,20,NA,29
116,0,0.727,0,low,49,2.371,0
116,23,3.098,20,low,49,0.236,20
116,27,3.334,23,low,49,0.118,43
116,32,3.452,23,low,49,0.09,66
116,38,3.542,20,low,49,0.074,86
116,43,3.616,26,low,49,0.074,112
116,48,3.69,11,low,49,NA,123
119,0,0.708,0,low,29,1.949,0
119,23,2.657,13,low,29,NA,13
122,0,0.74,0,mean,47,1.851,0
122,11,2.591,11,mean,47,0.325,11
122,14,2.916,15,mean,47,0.058,26
122,17,2.974,20,mean,47,0.282,46
122,20,3.256,13,mean,47,0.018,59
122,23,3.274,9,mean,47,0.1,68
122,27,3.374,23,mean,47,0.124,91
122,30,3.498,21,mean,47,0.181,112
122,35,3.679,21,mean,47,0.125,133
122,38,3.804,22,mean,47,0.006,155
122,42,3.81,3,mean,47,0.024,158
122,45,3.834,16,mean,47,0.024,174
122,48,3.858,12,mean,47,NA,186
125,0,0.76,0,mean,86,1.951,0
125,13,2.711,12,mean,86,0.164,12
125,15,2.875,14,mean,86,0.2,26
125,18,3.075,25,mean,86,0.14,51
125,22,3.215,27,mean,86,0.202,78
125,25,3.417,9,mean,86,0.136,87
125,28,3.553,28,mean,86,0.019,115
125,31,3.572,14,mean,86,0.058,129
125,34,3.63,21,mean,86,0.03,150
125,38,3.66,13,mean,86,0.04,163
125,41,3.7,21,mean,86,0.04,184
125,45,3.74,17,mean,86,0.0055,201
125,48,3.7455,1,mean,86,0.0055,202
125,52,3.751,5,mean,86,0.115,207
125,56,3.866,9,mean,86,0.101,216
125,59,3.967,9,mean,86,0.123,225
125,61,4.09,7,mean,86,0.164,232
125,65,4.254,9,mean,86,0.122,241
125,69,4.376,11,mean,86,0.1,252
125,72,4.476,18,mean,86,0.112,270
125,76,4.588,8,mean,86,0.111,278
125,80,4.699,13,mean,86,0.103,291
125,84,4.802,17,mean,86,NA,308
127,0,0.732,0,mean,91,2.032,0
127,11,2.764,11,mean,91,0.332,11
127,14,3.096,18,mean,91,0.099,29
127,17,3.195,21,mean,91,0.06,50
127,20,3.255,19,mean,91,0.193,69
127,24,3.448,9,mean,91,0.057,78
127,27,3.505,21,mean,91,0.104,99
127,31,3.609,7,mean,91,0.017,106
127,33,3.626,11,mean,91,0.0675,117
127,37,3.6935,20,mean,91,0.0335,137
127,44,3.727,9,mean,91,0.034,146
127,47,3.761,17,mean,91,0.056,163
127,51,3.817,8,mean,91,0.018,171
127,54,3.835,5,mean,91,0.099,176
127,62,3.934,14,mean,91,0.2,190
127,65,4.134,5,mean,91,0.11,195
127,69,4.244,9,mean,91,0.1,204
127,72,4.344,6,mean,91,0.121,210
127,76,4.465,7,mean,91,0.1,217
127,79,4.565,17,mean,91,0.124,234
127,84,4.689,17,mean,91,0.099,251
127,87,4.788,19,mean,91,0.113,270
127,91,4.901,3,mean,91,NA,273
130,0,0.799,0,high,31,1.588,0
130,11,2.387,6,high,31,0.473,6
130,15,2.86,13,high,31,0.221,19
130,17,3.081,23,high,31,0.121,42
130,20,3.202,21,high,31,0.033,63
130,22,3.235,19,high,31,0.007,82
130,25,3.242,10,high,31,0.193,92
130,28,3.435,18,high,31,NA,110
132,0,0.677,0,high,58,1.754,0
132,9,2.431,6,high,58,0.249,6
132,11,2.68,12,high,58,0.278,18
132,14,2.958,19,high,58,0.06,37
132,16,3.018,20,high,58,0.035,57
132,18,3.053,12,high,58,0.24,69
132,27,3.293,10,high,58,0.039,79
132,32,3.332,4,high,58,0.181,83
132,35,3.513,11,high,58,0.093,94
132,38,3.606,23,high,58,0.004,117
132,41,3.61,12,high,58,0.0635,129
132,43,3.6735,6,high,58,0.0635,135
132,47,3.737,7,high,58,0.035,142
132,49,3.772,7,high,58,0.035,149
132,52,3.807,10,high,58,0.094,159
132,54,3.901,10,high,58,NA,169
134,0,0.699,0,low,55,2.18,0
134,19,2.879,13,low,55,0.159,13
134,23,3.038,18,low,55,0.22,31
134,28,3.258,7,low,55,0.114,38
134,34,3.372,15,low,55,0.1,53
134,38,3.472,16,low,55,0.042,69
134,43,3.514,30,low,55,0.042,99
134,48,3.556,27,low,55,NA,126
137,0,0.678,0,var,58,2.003,0
137,10,2.681,8,var,58,0.143,8
137,12,2.824,20,var,58,0.275,28
137,15,3.099,22,var,58,0.011,50
137,18,3.11,20,var,58,0.289,70
137,22,3.399,14,var,58,0.008,84
137,24,3.407,23,var,58,0.21,107
137,28,3.617,17,var,58,0.038,124
137,32,3.655,16,var,58,0.064,140
137,36,3.719,21,var,58,0.07,161
137,42,3.789,14,var,58,0.062,175
137,50,3.851,17,var,58,0.062,192
137,54,3.913,14,var,58,0.006,206
137,58,3.919,14,var,58,NA,220
140,0,0.718,0,var,58,2.095,0
140,10,2.813,14,var,58,0.207,14
140,13,3.02,18,var,58,0.268,32
140,17,3.288,24,var,58,0.059,56
140,23,3.347,19,var,58,0.198,75
140,27,3.545,19,var,58,0.121,94
140,29,3.666,25,var,58,0.079,119
140,33,3.745,10,var,58,0.008,129
140,36,3.753,19,var,58,0.028,148
140,40,3.781,15,var,58,0.028,163
140,44,3.809,22,var,58,0.069,185
140,48,3.878,19,var,58,NA,204
143,0,0.67,0,var,63,1.802,0
143,10,2.472,5,var,63,0.402,5
143,12,2.874,11,var,63,0.073,16
143,15,2.947,18,var,63,0.265,34
143,18,3.212,17,var,63,0.108,51
143,20,3.32,22,var,63,0.129,73
143,22,3.449,27,var,63,0.036,100
143,24,3.485,20,var,63,0.286,120
143,28,3.771,16,var,63,0.074,136
143,32,3.845,20,var,63,0.031,156
143,34,3.876,18,var,63,0.023,174
143,38,3.899,8,var,63,0.021,182
143,41,3.92,18,var,63,0.003,200
143,45,3.923,19,var,63,0.017,219
143,50,3.94,13,var,63,0.16,232
143,58,4.1,31,var,63,NA,263
146,0,0.683,0,low,28,2.077,0
146,19,2.76,9,low,28,NA,9
149,0,0.644,0,low,78,2.344,0
149,22,2.988,16,low,78,0.318,16
149,27,3.306,27,low,78,0.05,43
149,32,3.356,22,low,78,0.074,65
149,37,3.43,6,low,78,0.0725,71
149,42,3.5025,25,low,78,0.0725,96
149,48,3.575,14,low,78,0.026,110
149,53,3.601,9,low,78,0.119,119
149,59,3.72,12,low,78,0.161,131
149,64,3.881,17,low,78,NA,148
152,0,0.748,0,mean,27,1.912,0
152,10,2.66,14,mean,27,0.59,14
152,13,3.25,20,mean,27,0.014,34
152,16,3.264,27,mean,27,0.115,61
152,19,3.379,23,mean,27,0.201,84
152,23,3.58,9,mean,27,NA,93
155,0,0.694,0,mean,103,2.045,0
155,11,2.739,8,mean,103,0.26,8
155,14,2.999,13,mean,103,0.088,21
155,17,3.087,24,mean,103,0.169,45
155,20,3.256,19,mean,103,0.133,64
155,24,3.389,8,mean,103,0.058,72
155,27,3.447,24,mean,103,0.0465,96
155,30,3.4935,10,mean,103,0.0465,106
155,34,3.54,10,mean,103,0.139,116
155,37,3.679,20,mean,103,0.001,136
155,40,3.68,14,mean,103,0.0515,150
155,43,3.7315,12,mean,103,0.0515,162
155,47,3.783,19,mean,103,0.0325,181
155,51,3.8155,8,mean,103,0.0325,189
155,54,3.848,13,mean,103,0.103,202
155,57,3.951,13,mean,103,0.238,215
